name,author,link,rating,rating_count,review_count,pages_count,price,text_reviews,age,year
Карьера программиста,Гэйл Лакман Макдауэлл,https://www.litres.ru/book/geyl-makdauell/karera-programmista-8343620/,4.6,5,0,20,769.0,[],16,2015
Игра в цифры. Как аналитика позволяет видеоиграм жить лучше,Василий Сабиров,https://www.litres.ru/book/vasiliy-sabirov-3241/igra-v-cifry-kak-analitika-pozvolyaet-videoigram-zhit-55523374/,4.66,44,0,438766,609.0,[],12,2020
Как устроен JavaScript (pdf+epub),Дуглас Крокфорд,https://www.litres.ru/book/duglas-krokford/kak-ustroen-javascript-pdf-epub-48613309/,4.27,11,0,23,609.0,[],16,2018
Машинное обучение и TensorFlow (pdf+epub),Нишант Шакла,https://www.litres.ru/book/nishant-shakla-18777941/mashinnoe-obuchenie-i-tensorflow-pdf-epub-43123739/,4.0,6,0,20,609.0,[],16,2018
Геймдизайн на практике. Как начать зарабатывать,Александра Турабова,https://www.litres.ru/audiobook/aleksandra-turabova/geymdizayn-na-praktike-kak-nachat-zarabatyvat-70586371/,4.0,4,0,26648,599.0,[],16,2024
Психбольница в руках пациентов. Алан Купер об интерфейсах,Алан Купер,https://www.litres.ru/book/alan-kuper/psihbolnica-v-rukah-pacientov-alan-kuper-ob-interfeysah-31736385/,3.94,64,0,725729,599.0,[],16,2004
Создаем интерактивные истории. Творческий процесс на примере визуальных новелл в играх,Наталья Андрианова,https://www.litres.ru/book/natalya-andrianova/sozdaem-interaktivnye-istorii-tvorcheskiy-process-na-pr-70567234/,5.0,3,0,379861,499.0,[],12,2024
QBASIC – первый шаг к познанию программирования. Компьютерный практикум,В. Л. Хазан,https://www.litres.ru/book/vitaliy-hazan/qbasic-pervyy-shag-k-poznaniu-programmirovaniya-komputernyy-70883482/,0.0,0,0,116,750.0,[],0,2024
Глубокое обучение на Python (pdf+epub),Франсуа Шолле,https://www.litres.ru/book/fransua-sholle-17338303/glubokoe-obuchenie-na-python-pdf-epub-39113884/,4.2,30,0,576,699.0,[],16,
Внутреннее устройство Linux (pdf+epub),Брайан Уорд,https://www.litres.ru/book/brayan-uord/vnutrennee-ustroystvo-linux-pdf-epub-21589583/,3.83,35,0,480,699.0,[],16,2021
Pandas в действии (pdf + epub),Борис Пасхавер,https://www.litres.ru/book/boris-pashaver/pandas-v-deystvii-pdf-epub-69154057/,4.17,6,0,512,699.0,[],16,2021
PyTorch. Освещая глубокое обучение (+ epub),Эли Стивенс,https://www.litres.ru/book/luka-antiga/pytorch-osveschaya-glubokoe-obuchenie-epub-68677464/,4.5,2,0,576,699.0,[],16,2020
Ремесло программиста. Практика написания хорошего кода,Питер Гудлиф,https://www.litres.ru/book/piter-gudlif/remeslo-programmista-praktika-napisaniya-horoshego-koda-24500782/,4.0,4,0,685,350.0,[],0,
Spring Boot 2: лучшие практики для профессионалов,Фелипе Гутьеррес,https://www.litres.ru/book/felipe-guterres/spring-boot-2-luchshie-praktiki-dlya-professionalov-64070357/,4.5,8,0,464,699.0,[],16,2020
"Код, который умещается в голове: эвристики для разработчиков (pdf+epub)",Марк Симан,https://www.litres.ru/book/mark-siman/kod-kotoryy-umeschaetsya-v-golove-evristiki-dlya-razrabotchikov-69434188/,3.25,4,0,401,699.0,[],16,2022
Параллельное программирование на C++ в действии. Практика разработки многопоточных программ,Энтони Уильямс,https://www.litres.ru/book/entoni-uilyams/parallelnoe-programmirovanie-na-c-v-deystvii-praktika-razra-6110986/,3.95,20,0,674,559.0,[],0,2012
Python для сложных задач. Наука о данных (pdf+epub),Джейк Вандер Плас,https://www.litres.ru/book/dzh-vander-plas/python-dlya-slozhnyh-zadach-nauka-o-dannyh-i-mashinnoe-obu-27612904/,4.06,35,0,592,699.0,[],16,2023
Программирование на Python 3. Подробное руководство,Марк Саммерфильд,https://www.litres.ru/book/mark-sammerfild-2/programmirovanie-na-python-3-podrobnoe-rukovodstvo-24499518/,3.8,51,0,604,690.0,[],0,
"Python для детей, которые пока не программируют. В задачах, экспериментах, проектах, диалогах, играх и сновидениях",Елена Крылова,https://www.litres.ru/book/elena-krylova-320902/python-dlya-detey-kotorye-poka-ne-programmiruut-v-zad-68998459/,5.0,2,0,209,549.0,[],0,2023
Новая большая книга CSS,Дэвид Сойер Макфарланд,https://www.litres.ru/book/devid-soyer-makfarland/novaya-bolshaya-kniga-css-7065956/,4.33,27,0,720,550.0,[],16,2015
Django 3.0. Практика создания веб-сайтов на Python,Владимир Дронов,https://www.litres.ru/book/vladimir-dronov/django-3-0-praktika-sozdaniya-veb-saytov-na-python-68998900/,3.5,2,0,699,549.0,[],0,2022
Разработка приложений на Swift и SwiftUI с нуля,А. А. Казанский,https://www.litres.ru/book/aleksandr-kazanskiy-8931/razrabotka-prilozheniy-na-swift-i-swiftui-s-nulya-67726731/,2.36,11,0,417,549.0,[],0,2022
Ассемблер и программная модель процессоров x86/64,Андрей Жуков,https://www.litres.ru/book/andrey-zhukov/assembler-i-programmnaya-model-processorov-x86-64-70920919/,4.0,1,0,383,549.0,[],0,2024
Задачи по дискретной математике с алгоритмами на Python,С. В. Борзунов,https://www.litres.ru/book/s-v-borzunov/zadachi-po-diskretnoy-matematike-s-algoritmami-na-python-23878157/,5.0,5,0,593,549.0,[],12,2022
Linux и Go. Эффективное низкоуровневое программирование,Олег Цилюрик,https://www.litres.ru/book/oleg-cilurik/linux-i-go-effektivnoe-nizkourovnevoe-programmirovanie-69842341/,0.0,0,0,302,349.0,[],0,2023
Основы оперативно-производственного планирования с использованием информационной системы «1С:ERP Управление предприятием»,Л. Г. Власова,https://www.litres.ru/book/d-i-goncharov/osnovy-operativno-proizvodstvennogo-planirovaniya-s-ispolzov-64890552/,5.0,1,0,237,350.0,[],0,2021
Создаем интерактивные истории. Творческий процесс на примере визуальных новелл в играх,Наталья Андрианова,https://www.litres.ru/audiobook/natalya-andrianova/sozdaem-interaktivnye-istorii-tvorcheskiy-process-na-pr-70564108/,5.0,4,0,25665,539.0,[],16,2024
README. Суровые реалии разработчиков (pdf+epub),Крис Риккомини,https://www.litres.ru/book/dmitriy-ryaboy/readme-surovye-realii-razrabotchikov-pdf-epub-69434365/,5.0,1,0,304,599.0,[],16,2021
Сделай видеоигру один и не свихнись,Слава Грис,https://www.litres.ru/audiobook/slava-gris/sdelay-videoigru-odin-i-ne-svihnis-68885115/,4.88,73,0,24589,529.0,[],12,2023
Python. Основы программирования,Коллектив авторов,https://www.litres.ru/book/raznoe-4340152/python-osnovy-programmirovaniya-70957852/,5.0,1,0,482,529.0,[],16,2018
Hadoop в действии,Чак Лэм,https://www.litres.ru/book/chak-lem/hadoop-v-deystvii-6655625/,3.83,6,0,426,519.0,[],12,2012
Язык С в XXI веке,Бен Клеменс,https://www.litres.ru/book/ben-klemens-2/yazyk-s-v-xxi-veke-10001740/,3.86,22,0,378,519.0,[],0,2015
"Обработка неструктурированных текстов. Поиск, организация и манипулирование",Грант С. Ингерсолл,https://www.litres.ru/book/s-ingersoll-grant/obrabotka-nestrukturirovannyh-tekstov-poisk-organizaciya-22861090/,4.7,10,0,416,519.0,[],0,2013
Разработка мобильных приложений на языке Kotlin. Учебное пособие для вузов,К. В. Гусев,https://www.litres.ru/book/kirill-gusev-3310315/razrabotka-mobilnyh-prilozheniy-na-yazyke-kotlin-uche-70898572/,0.0,0,0,105,741.0,[],0,2024
Метавселенная. Как она меняет наш мир,Мэтью Болл,https://www.litres.ru/book/matthew-ball/metavselennaya-kak-ona-menyaet-nash-mir-68817987/,4.48,21,0,783137,499.0,[],0,2022
Roblox в действии. Искусство разработки игр (PDF + EPUB),А. В. Корягин,https://www.litres.ru/book/a-v-koryagin/roblox-v-deystvii-iskusstvo-razrabotki-igr-pdf-epub-70765225/,5.0,2,0,304,550.0,[],16,2024
"Решение основных задач линейной алгебры на языке R и Excel по дисциплинам «Математика», «Математика и анализ данных»",Дмитрий Каган,https://www.litres.ru/book/dmitriy-kagan/reshenie-osnovnyh-zadach-lineynoy-algebry-na-yazyke-r-i-exce-69900631/,0.0,0,0,137,500.0,[],0,2024
"Scratch 3. Изучайте язык программирования, делая крутые игры!",Эл Свейгарт,https://www.litres.ru/book/el-sveygart/scratch-3-izuchayte-yazyk-programmirovaniya-delaya-krutye-igry-68853453/,4.6,5,0,226,499.0,[],12,2021
Азбука электроники. Изучаем Arduino,Юрий Ревич,https://www.litres.ru/book/uriy-revich/azbuka-elektroniki-izuchaem-arduino-9244986/,4.26,35,0,226,499.0,[],16,2017
"Изучаем Python: программирование игр, визуализация данных, веб-приложения",Эрик Мэтиз,https://www.litres.ru/book/erik-metiz/izuchaem-python-programmirovanie-igr-vizualizaciya-dannyh-veb-p-64070132/,4.24,74,0,51,699.0,[],16,2021
Компьютерная графика. Рейтрейсинг и растеризация (pdf+epub),Гэбриел Гамбетта,https://www.litres.ru/book/gebriel-gambetta/komputernaya-grafika-reytreysing-i-rasterizaciya-pdf-epub-67321527/,5.0,1,0,20,659.0,[],16,2021
Python. Лучшие практики и инструменты,Тарек Зиаде,https://www.litres.ru/book/mihal-yavorski/python-luchshie-praktiki-i-instrumenty-65486627/,4.0,12,0,560,699.0,[],16,2019
Масштабируемый рефакторинг. Возвращаем контроль над кодом,Мод Лемер,https://www.litres.ru/book/mod-lemer/masshtabiruemyy-refaktoring-vozvraschaem-kontrol-nad-kodom-67749221/,1.0,2,0,256,699.0,[],16,2021
Грокаем функциональное программирование,Михал Плахта,https://www.litres.ru/book/mihal-plahta/grokaem-funkcionalnoe-programmirovanie-69932608/,5.0,1,0,512,699.0,[],16,2022
Рекурсивная книга о рекурсии (pdf+epub),Эл Свейгарт,https://www.litres.ru/book/el-sveygart/rekursivnaya-kniga-o-rekursii-pdf-epub-69434434/,4.5,2,0,336,699.0,[],16,2022
Software. Ошибки и компромиссы при разработке ПО (pdf+epub),Джон Скит,https://www.litres.ru/book/dzhon-skit/software-oshibki-i-kompromissy-pri-razrabotke-po-pdf-epub-69280267/,0.0,0,0,464,699.0,[],16,2022
Непрерывное развитие API. Правильные решения в изменчивом технологическом ландшафте (pdf+epub),Мехди Меджуи,https://www.litres.ru/book/mayk-amundsen/nepreryvnoe-razvitie-api-pravilnye-resheniya-v-izmenchivom-t-64086797/,1.5,4,0,369,699.0,[],16,2022
Облачные технологии. Практическое руководство по созданию инновационных приложений,Джейд Картер,https://www.litres.ru/book/dzheyd-karter/oblachnye-tehnologii-prakticheskoe-rukovodstvo-po-sozdaniu-i-70273999/,4.94,269,0,330815,690.0,[],12,2024
Гибкие навыки. Исчерпывающее руководство по прокачке себя для начинающих разработчиков,Джон Сонмез,https://www.litres.ru/book/dzhon-sonmez/gibkie-navyki-ischerpyvauschee-rukovodstvo-po-prokachke-sebya-69792499/,4.56,9,0,799207,689.0,[],12,2020
Python Библиотеки,Джейд Картер,https://www.litres.ru/audiobook/dzheyd-karter/python-biblioteki-70356406/,4.94,16,0,25252,690.0,[],12,2024
Python для финансистов. Базовые концепции (pdf+epub),Ив Хилпиш,https://www.litres.ru/book/iv-hilpish/python-dlya-finansistov-bazovye-koncepcii-pdf-epub-69280429/,3.67,3,0,208,599.0,[],16,2022
Scala для нетерпеливых,Кей Хорстманн,https://www.litres.ru/book/key-horstmann/scala-dlya-neterpelivyh-6089833/,4.12,17,0,416,479.0,[],0,2017
Функциональное программирование на языке Haskell,Роман Викторович Душкин,https://www.litres.ru/book/roman-viktorovich-dushkin/funkcionalnoe-programmirovanie-na-yazyke-haskell-434225/,4.86,7,0,610,479.0,[],0,2006
Программирование на языке OCaml,Ярон Мински,https://www.litres.ru/book/anil-madhavapeddi/programmirovanie-na-yazyke-ocaml-10002028/,5.0,3,0,538,679.0,[],0,2014
Курс программирования на языке Си: учебник,Сергей Фомин,https://www.litres.ru/book/sergey-fomin/kurs-programmirovaniya-na-yazyke-si-uchebnik-6573320/,3.71,14,0,386,239.0,[],12,2012
Сбор данных в Интернете на языке R,Д. А. Храмов,https://www.litres.ru/book/d-a-hramov/sbor-dannyh-v-internete-na-yazyke-r-22968330/,3.5,14,0,282,519.0,[],0,2017
JavaScript в примерах и задачах,Алексей Васильев,https://www.litres.ru/book/aleksey-nikolaevich-vasilev/javascript-v-primerah-i-zadachah-26336630/,3.83,40,0,721,459.0,[],12,2017
Конструируем роботов от А до Я. Полное руководство для начинающих,Джон Бейктал,https://www.litres.ru/book/dzhon-beyktal/konstruiruem-robotov-ot-a-do-ya-polnoe-rukovodstvo-dlya-nach-35232935/,3.75,20,0,20,654.0,[],12,2015
"Красивый C++. 30 главных правил чистого, безопасного и быстрого кода (pdf + epub)",Кейт Грегори,https://www.litres.ru/book/keyt-gregori/krasivyy-c-30-glavnyh-pravil-chistogo-bezopasnogo-i-bystrogo-69166243/,0.0,0,0,368,699.0,[],16,2022
Олимпиадное программирование,Антти Лааксонен,https://www.litres.ru/book/antti-laaksonen/olimpiadnoe-programmirovanie-44867813/,5.0,19,0,302,649.0,[],0,2017
Микросервисы и API (pdf+epub),Хосе Аро Перальта,https://www.litres.ru/book/hose-aro-peralta/mikroservisy-i-api-pdf-epub-70870307/,0.0,0,0,20,699.0,[],16,2023
Python. Великое программирование в Minecraft,А. В. Корягин,https://www.litres.ru/book/a-v-koryagin/python-velikoe-programmirovanie-v-minecraft-65989169/,4.54,24,0,22,449.0,[],0,2024
Руководство по созданию игровых миров Roblox. Исчерпывающий гайд,Хит Хаскинс,https://www.litres.ru/book/hit-haskins/rukovodstvo-po-sozdaniu-igrovyh-mirov-roblox-ischerpyvauschiy-67974270/,4.71,7,0,202,749.0,[],12,2019
Робототехника в школе и дома. Книга проектов,Ю. А. Винницкий,https://www.litres.ru/book/aleksandr-grigorev-17431327/robototehnika-v-shkole-i-doma-kniga-proektov-67726632/,5.0,4,0,241,449.0,[],6,2022
Информатика. 7 класс,Л. А. Залогова,https://www.litres.ru/book/lubov-zalogova/informatika-7-klass-68294030/,0.0,0,0,16,500.0,[],0,2022
Управление электронными устройствами на C++,Янта Катупития,https://www.litres.ru/book/kim-bentli/upravlenie-elektronnymi-ustroystvami-na-c-22988275/,4.86,7,0,444,559.0,[],0,
Читаем Тьюринга. Путешествие по исторической статье Тьюринга о вычислимости и машинах Тьюринга,Чарльз Петцольд,https://www.litres.ru/book/charlz-petcold/chitaem-turinga-puteshestvie-po-istoricheskoy-state-turinga-22998586/,4.06,18,0,442,559.0,[],0,
"Продвинутое использование торговой платформы MetaTrader 5. Создание индикаторов и торговых роботов на MQL5 и Python. Издание 3-е, исправленное и дополненное",Тимур Машнин,https://www.litres.ru/book/timur-mashnin-301845/prodvinutoe-ispolzovanie-torgovoy-platformy-metatrade-68635601/,5.0,4,0,179786,490.0,[],16,2022
Клиентские технологии веб-дизайна. HTML5 и CSS3. Учебное пособие для вузов,Андрей Диков,https://www.litres.ru/book/a-v-dikov/klientskie-tehnologii-veb-dizayna-html5-i-css3-66003090/,5.0,1,0,18,741.0,[],0,2023
Laravel 9. Быстрая разработка веб-сайтов на PHP,Владимир Дронов,https://www.litres.ru/book/vladimir-dronov/laravel-9-bystraya-razrabotka-veb-saytov-na-php-69283318/,4.9,10,0,763,549.0,[],0,2023
Создание событийно-управляемых микросервисов. Масштабирование использования организационных данных,Адам Беллемар,https://www.litres.ru/book/adam-bellemar/sozdanie-sobytiyno-upravlyaemyh-mikroservisov-masshtabirovan-68999167/,0.0,0,0,315,549.0,[],16,2021
Google Android. Создание приложений для смартфонов и планшетных ПК (2-е издание),Алексей Голощапов,https://www.litres.ru/book/aleksey-goloschapov/google-android-sozdanie-prilozheniy-dlya-smartfonov-i-11838662/,4.5,2,0,894,439.0,[],0,2014
Знакомство с PyTorch. Глубокое обучение при обработке естественного языка (pdf+epub),Брайан Макмахан,https://www.litres.ru/book/brayan-makmahan-2763/znakomstvo-s-pytorch-glubokoe-obuchenie-pri-obrabotke-64086751/,4.5,2,0,256,439.0,[],16,2019
"Программирование на Scratch с нуля. Создаем веселые игры, охотимся за багами и пишем первые программы!",Рейна Бердитт,https://www.litres.ru/book/reyna-berditt/programmirovanie-na-scratch-s-nulya-sozdaem-veselye-igry-oho-69190843/,5.0,3,0,195,539.0,[],12,2020
Microsoft Access 2013,Юрий Бекаревич,https://www.litres.ru/book/nina-pushkina/microsoft-access-2013-7068431/,3.0,14,0,458,239.0,[],0,2014
"Python на практике. Создание качественных программ с использованием параллелизма, библиотек и паттернов",Марк Саммерфильд,https://www.litres.ru/book/mark-sammerfild-2/python-na-praktike-sozdanie-kachestvennyh-programm-s-isp-22677289/,3.67,9,0,340,479.0,[],0,2014
Практическая робототехника. C++ и Raspberry Pi,Ллойд Бромбах,https://www.litres.ru/book/lloyd-brombah/prakticheskaya-robototehnika-c-i-raspberry-pi-70297363/,5.0,1,0,441,549.0,[],0,2021
HTML и CSS. Разработка и дизайн веб-сайтов,Джон Дакетт,https://www.litres.ru/book/dzhon-dakett/html-i-css-razrabotka-i-dizayn-veb-saytov-38272898/,4.12,104,0,478,679.0,[],12,2011
Простой Python. Современный стиль программирования,Билл Любанович,https://www.litres.ru/book/b-lubanovich/prostoy-python-sovremennyy-stil-programmirovaniya-64073626/,4.29,35,0,592,699.0,[],16,2021
1С:Управление торговлей 8.3 с нуля. 50 уроков для начинающих,Игорь Ощенко,https://www.litres.ru/book/igor-oschenko/1s-upravlenie-torgovley-8-3-s-nulya-50-urokov-dlya-nachinaus-19223355/,4.0,18,0,331,223.0,[],0,2015
Разработка игры на Unity. С нуля до публикации,Дмитрий Вадимович Денисов,https://www.litres.ru/book/dmitriy-vadimovich-deniso/razrabotka-igry-na-unity-s-nulya-i-do-realizacii-66554918/,3.9,30,0,123544,299.0,[],12,2021
SQL. Быстрое погружение (pdf + epub),Уолтер Шилдс,https://www.litres.ru/book/shilds-u/sql-bystroe-pogruzhenie-pdf-epub-67891383/,4.2,5,0,224,599.0,[],16,2019
Python для хакеров. Нетривиальные задачи и проекты (pdf+epub),Ли Воган,https://www.litres.ru/book/li-vogan/python-dlya-hakerov-netrivialnye-zadachi-i-proekty-pdf-epub-69280240/,4.0,2,0,384,699.0,[],16,2021
Грокаем стриминг. Обработка событий в реальном времени,Нин Ван,https://www.litres.ru/book/dzhosh-fisher/grokaem-striming-obrabotka-sobytiy-v-realnom-vremeni-68677454/,4.5,2,0,288,599.0,[],16,2022
Искусственный интеллект в прикладных науках. Медицина,Джейд Картер,https://www.litres.ru/book/dzheyd-karter/iskusstvennyy-intellekt-v-prikladnyh-naukah-medicina-70509361/,4.98,172,0,300649,690.0,[],12,2024
Искусственный интеллект. Основные понятия,Джейд Картер,https://www.litres.ru/audiobook/dzheyd-karter/iskusstvennyy-intellekt-osnovnye-ponyatiya-70398661/,5.0,5,0,40347,414.0,[],12,2024
Impact mapping: Как повысить эффективность программных продуктов и проектов по их разработке,Гойко Аджич,https://www.litres.ru/book/goyko-adzhich/impact-mapping-kak-povysit-effektivnost-programmnyh-produkto-24723857/,4.12,34,0,135101,399.0,[],12,2012
Настольная книга игродела,Слава Грис,https://www.litres.ru/book/slava-gris/nastolnaya-kniga-igrodela-70504264/,5.0,1,0,811240,499.0,[],12,2024
Локальная СУБД своими руками. Учимся на примерах,Анатолий Енин,https://www.litres.ru/book/anatoliy-enin/lokalnaya-subd-svoimi-rukami-uchimsya-na-primerah-8339282/,4.0,4,0,466,400.0,[],0,2010
"Создаем свой сайт на WordPress: быстро, легко и бесплатно",Андрей Грачев,https://www.litres.ru/book/andrey-grachev/sozdaem-svoy-sayt-na-wordpress-bystro-legko-i-besplatno-587245/,3.89,56,0,272,399.0,[],12,2014
Гейм-дизайн: как создаются игры,Майкл Киллик,https://www.litres.ru/book/maykl-killik/geym-dizayn-kak-sozdautsya-igry-70403311/,2.67,3,0,383946,499.0,[],16,2022
IOT Интернет вещей,Джейд Картер,https://www.litres.ru/book/dzheyd-karter/iot-internet-veschey-70850635/,4.95,84,0,282731,490.0,[],12,2024
Технология хранения и обработки больших данных Hadoop,Тимур Машнин,https://www.litres.ru/book/timur-mashnin-301845/tehnologiya-hraneniya-i-obrabotki-bolshih-dannyh-hado-65077172/,4.4,10,0,100791,490.0,[],12,2021
Алгоритмы. Самый краткий и понятный курс,Панос Луридас,https://www.litres.ru/book/panos-luridas-13218705/algoritmy-samyy-kratkiy-i-ponyatnyy-kurs-67586637/,4.0,12,0,195,389.0,[],12,2020
JavaScript. Шаблоны,Стоян Стефанов,https://www.litres.ru/book/stoyan-stefanov-2/javascript-shablony-24500294/,4.26,23,0,262,390.0,[],0,
Оптимизация игр в Unity 5. Советы и методы оптимизации игровых приложений,Крис Дикинсон,https://www.litres.ru/book/k-dikinson/optimizaciya-igr-v-unity-5-sovety-i-metody-optimizacii-igrovyh-22861122/,3.6,10,0,308,559.0,[],0,2016
Прикладные методы теории управления,Р. Л. Лейбов,https://www.litres.ru/book/r-l-leybov/prikladnye-metody-teorii-upravleniya-17187080/,0.0,0,0,193,389.0,[],0,2014
"Машинное обучение. Паттерны проектирования. Подготовка данных, создание моделей, внедрение в производство",Валиаппа Лакшманан,https://www.litres.ru/book/valiappa-lakshmanan/mashinnoe-obuchenie-patterny-proektirovaniya-podgotovk-68998432/,5.0,3,0,436,549.0,[],0,2021
"Надежный Python. Пишем чистый код, который удобно поддерживать",Патрик Виафоре,https://www.litres.ru/book/patrik-viafore/nadezhnyy-python-pishem-chistyy-kod-kotoryy-udobno-podderzh-70297360/,0.0,0,0,346,549.0,[],0,2021
"Мама, не отвлекай. Я Python учу!",Игорь Лазаревский,https://www.litres.ru/book/igor-lazarevskiy/mama-ne-otvlekay-ya-python-uchu-70920910/,0.0,0,0,192,549.0,[],0,2024
Секреты датасетов: практическое руководство по анализу и обработке данных,Виталий Александрович Гульчеев,https://www.litres.ru/book/vitaliy-aleksandrovi/sekrety-datasetov-prakticheskoe-rukovodstvo-po-analiz-69217987/,4.44,9,0,37044,199.0,[],12,2023
Хочу в геймдев! Основы игровой разработки для начинающих,Вячеслав Уточкин,https://www.litres.ru/book/vyacheslav-utochkin/hochu-v-geymdev-osnovy-igrovoy-razrabotki-dlya-nachina-67098924/,4.3,30,0,365312,529.0,[],12,2022
IntelliJ IDEA. Профессиональное программирование на Java,А. А. Ефимов,https://www.litres.ru/book/aleksey-alekseevich/intellij-idea-professionalnoe-programmirovanie-na-jav-647725/,3.71,7,0,791,207.0,[],0,2005
С#. Основы программирования,Светлин Наков,https://www.litres.ru/book/svetlin-nakov/s-osnovy-programmirovaniya-70881667/,0.0,0,0,498,529.0,[],16,2019
Курс обучения РАЗРАБОТКА САЙТА НА КОНСТРУКТОРЕ с видеоуроками,Ирина Никулина,https://www.litres.ru/book/irina-nikulina-32315/kurs-obucheniya-razrabotka-sayta-na-konstruktore-s-vi-70460005/,5.0,3,0,151931,199.0,[],12,2024
Искусство чистого кода (pdf + epub),Кристиан Майер,https://www.litres.ru/book/kristian-mayer/iskusstvo-chistogo-koda-pdf-epub-69598552/,4.0,2,0,240,449.0,[],16,2022
Программирование. Язык СИ.,Г. В. Саблина,https://www.litres.ru/book/galina-sablina/programmirovanie-yazyk-si-70019818/,0.0,0,0,135,184.0,[],0,2023
Программирование на PHP в примерах и задачах,Алексей Васильев,https://www.litres.ru/book/aleksey-nikolaevich-vasilev/programmirovanie-na-php-v-primerah-i-zadachah-66230748/,3.86,7,0,354,519.0,[],12,2017
Креативное программирование 2.0,Роберт Гласс,https://www.litres.ru/book/robert-glass/kreativnoe-programmirovanie-2-0-24500702/,5.0,2,0,339,190.0,[],0,
Изучай Erlang во имя добра! Для начинающих,Фред Хеберт,https://www.litres.ru/book/fred-hebert/izuchay-erlang-vo-imya-dobra-dlya-nachinauschih-22848251/,4.47,15,0,689,719.0,[],0,
Отзывчивый дизайн на HTML5 и CSS3 для любых устройств (pdf + epub),Бен Фрэйн,https://www.litres.ru/book/freyn/otzyvchivyy-dizayn-na-html5-i-css3-dlya-lubyh-ustroystv-pdf-epub-67195015/,4.79,14,0,25,499.0,[],16,2020
"Введение в веб-разработку с HTML, CSS, JavaScript",Тимур Машнин,https://www.litres.ru/book/timur-mashnin-30184546/vvedenie-v-veb-razrabotku-s-html-css-javascript-70112947/,4.4,10,0,231134,490.0,[],12,2023
Программирование для детей на языке Python,Неизвестный автор,https://www.litres.ru/book/aleksandr-bankrashkov/programmirovanie-dlya-detey-na-yazyke-python-28059456/,4.49,39,0,98,449.0,[],0,2018
Мобильные роботы на базе Arduino,Михаил Момот,https://www.litres.ru/book/mihail-momot/mobilnye-roboty-na-baze-arduino-23878269/,4.77,35,0,266,349.0,[],0,2023
Нейросети. Обработка естественного языка,Джейд Картер,https://www.litres.ru/audiobook/dzheyd-karter/neyroseti-obrabotka-estestvennogo-yazyka-69797437/,4.82,28,0,30959,349.0,[],12,2023
Языки VHDL и VERILOG в проектировании цифровой аппаратуры,А. К. Поляков,https://www.litres.ru/book/arkadiy-polyakov/yazyki-vhdl-i-verilog-v-proektirovanii-cifrovoy-apparatur-8333316/,4.0,8,0,315,350.0,[],0,2010
Создание смарт-контрактов Solidity для блокчейна Ethereum. Практическое руководство,Александр Вячеславович Фролов,https://www.litres.ru/book/aleksandr-frolov-198/sozdanie-smart-kontraktov-solidity-dlya-blokcheyna-et-45279075/,3.23,13,0,351241,349.0,[],12,2019
Информатика. 6 класс,Л. Л. Босова,https://www.litres.ru/book/anna-bosova/informatika-6-klass-68294021/,4.0,2,0,22,500.0,[],0,2022
Веб-дизайн для недизайнеров (pdf + epub),Трэйси Осборн,https://www.litres.ru/book/treysi-osborn/veb-dizayn-dlya-nedizaynerov-pdf-epub-67891388/,4.8,5,0,176,499.0,[],16,2021
Программирование для дополнительной и виртуальной реальности,Джеймс Девис,https://www.litres.ru/book/dzheyms-denis/programmirovanie-dlya-dopolnitelnoy-i-virtualnoy-realnosti-70641874/,4.98,310,0,853628,690.0,[],12,2024
Объектно-ориентированное программирование: с нуля к SOLID и MVC,Григорий Макеев,https://www.litres.ru/book/grigoriy-makeev/obektno-orientirovannoe-programmirovanie-s-nulya-k-solid-i-70980220/,0.0,0,0,269,349.0,[],0,2024
"PHP, MySQL, HTML5 и CSS 3. Разработка современных динамических Web-сайтов (pdf+epub)",Владимир Дронов,https://www.litres.ru/book/vladimir-dronov/php-mysql-html5-i-css-3-razrabotka-sovremennyh-dinamichesk-19213333/,3.86,65,0,677,448.0,[],0,2016
Создай свой VPN. Безопасное использование интернета,Джейд Картер,https://www.litres.ru/audiobook/dzheyd-karter/sozday-svoy-vpn-bezopasnoe-ispolzovanie-interneta-70425325/,5.0,1,0,33701,490.0,[],12,2024
IT Компас: как правильно программировать IT-карьеру,Илья Кырчумару,https://www.litres.ru/audiobook/ilya-kyrchumaru/it-kompas-kak-pravilno-programmirovat-it-kareru-70953118/,0.0,0,0,22237,490.0,[],0,2024
Laravel – гайд по выживанию,Nulls,https://www.litres.ru/book/nulls/laravel-gayd-po-vyzhivaniu-69850618/,4.36,14,0,82068,89.9,[],12,2023
"Волшебный Python. Сказка для детей и новичков, с наглядным и ясным кодом",Артем Демиденко,https://www.litres.ru/book/artem-demidenko/volshebnyy-python-skazka-dlya-detey-i-novichkov-s-naglyadn-71013385/,5.0,1,0,103623,199.0,[],0,2024
Программируемые контроллеры. Стандартные языки и приемы прикладного проектирования,И. В. Петров,https://www.litres.ru/book/igor-petrov-2/programmiruemye-kontrollery-standartnye-yazyki-i-priemy-prik-8336941/,3.86,14,0,255,400.0,[],0,2010
Основы программирования на языке Python,Н. Ю. Боклаг,https://www.litres.ru/book/n-u-boklag/osnovy-programmirovaniya-na-yazyke-python-17004921/,3.75,8,0,92,400.0,[],0,2014
